"YEAR","pltID","PLT_CN","TPA","BAA","PROP_FOREST","SDI","ID","LON","LAT","Elevation_m","Date","ppt_mm","tmean_degC","Ownership","PSME_check","Include","NMDS1"
2012,"5_6_107_68934",30763278020004,589.431854,252.124604574263,1,406.121026459424,46,-118.596,36.163,2274,"Annual",1109.59,7.8,"Not private","Not_psme","Yes",-0.504448224197802
2012,"5_6_107_70996",30762643020004,393.060628,246.443389519277,1,333.14518121932,47,-118.7176,36.3528,2221,"Annual",1042.53,8.4,"Not private","Not_psme","Yes",-0.204817025867421
2012,"5_6_107_75302",30762644020004,322.386768,226.001579914712,1,308.300293762792,48,-118.9061,36.6543,1731,"Annual",924.2,10.3,"Not private","Not_psme","Yes",0.6513584834397
2012,"5_6_107_91832",30762829020004,355.248646,165.358427248725,1,256.295052318807,49,-118.2907,36.019,2410,"Annual",680.66,6.8,"Not private","Not_psme","Yes",-0.57500650928044
2012,"5_6_107_95459",30764125020004,64.154294,68.3176318541518,1,92.2415320884984,50,-118.4144,36.2075,2067,"Annual",1028.02,8.9,"Not private","Not_psme","Yes",0.44274756142446
2012,"5_6_109_82997",30763333020004,45.055132,186.173003299536,1,212.722470514699,51,-119.7419,37.9088,2015,"Annual",1285.24,9.5,"Not private","Not_psme","Yes",0.421450203591668
2012,"5_6_109_95908",30763340020004,97.287924,45.2799583935703,1,81.1180249023781,52,-120.03,37.9296,1213,"Annual",1042.68,13.4,"Not private","Not_psme","Yes",0.11391812420506
2012,"5_6_39_84285",30762274020004,542.784342,286.488085138901,1,440.101394321037,55,-119.3984,37.3057,1957,"Annual",1188.87,10.1,"Not private","Not_psme","Yes",0.0826214925474294
2012,"5_6_3_67431",30764492020004,455.239464,296.685294267205,1,384.421638207344,56,-119.7983,38.4265,2194,"Annual",1567.32,6.4,"Not private","Not_psme","Yes",-0.606119254972908
2012,"5_6_5_55365",30764494020004,20.029596,70.2473839276086,1,83.062634201714,59,-120.239,38.5289,1820,"Annual",1960.53,10.1,"Not private","Not_psme","Yes",0.310596771207941
2012,"5_6_9_76472",30763876020004,427.101774,341.473193480306,1,439.577349960639,60,-120.2515,38.3643,1684,"Annual",1384.44,10.6,"Not private","Not_psme","Yes",0.684844320052088
2013,"2_6_105_92899",44541047020004,20.006678,102.660165683636,1,111.463677593996,63,-122.8614,40.9904,1910,"Annual",2487.59,7.4,"Not private","Not_psme","Yes",0.463830957933367
2013,"2_6_89_55136",44542171020004,115.319144,92.2344950985984,1,137.309074868537,66,-121.3953,40.6943,1544,"Annual",679.72,8.9,"Not private","Not_psme","Yes",0.50419472633769
2013,"2_6_89_91772",44541919020004,526.456828,314.048209270495,1,467.903200449583,69,-121.7193,40.6629,1652,"Annual",1305.55,9,"Not private","Not_psme","Yes",-0.787695194072477
2013,"2_6_93_86196",44542752020004,146.362726,262.344363235898,1,353.229704774219,70,-121.6389,41.4367,1351,"Annual",810.4,9.5,"Not private","Not_psme","Yes",1.10026849231495
2013,"2_6_93_99432",44542115020004,62.110082,162.135278612369,1,209.837858780696,73,-121.8033,41.305,1359,"Annual",1022.88,9.5,"Not private","Not_psme","Yes",-0.612192042366382
2013,"3_6_103_66280",44541186020004,68.128128,217.650225901163,1,245.577972644279,75,-121.466,40.1586,1805,"Annual",1743.96,8.6,"Not private","Not_psme","Yes",-0.333913216513819
2013,"3_6_17_60444",44543165020004,661.330818,330.836216344,1,485.315976013685,78,-120.3716,38.6054,1691,"Annual",1572.37,10.2,"Not private","Not_psme","Yes",0.32794849979135
2013,"3_6_17_97297",44540754020004,287.231844,366.485329569569,1,463.002026956619,79,-120.4288,38.758,1345,"Annual",1392.66,12.1,"Not private","Not_psme","Yes",0.592373892796713
2013,"3_6_57_64922",44541497020004,106.280616,194.653732728286,1,260.708567223434,80,-120.6045,39.4293,2029,"Annual",1996.93,7.5,"Not private","Not_psme","Yes",-0.604241992111619
2013,"3_6_57_99642",44543301020004,251.644154,259.699177164741,1,385.42746537056,81,-120.9357,39.3951,1081,"Annual",1576.3,13.1,"Not private","Not_psme","Yes",0.256424937791935
2013,"3_6_63_73947",44542187020004,339.441718,163.906719685019,1,255.515233801367,86,-121.3357,40.198,1796,"Annual",1331.09,8,"Not private","Not_psme","Yes",-0.23738498781896
2013,"3_6_91_62246",44540724020004,370.531136,195.964837529494,1,302.025515332188,90,-120.6166,39.6325,1865,"Annual",1838.88,8.3,"Not private","Not_psme","Yes",-0.717481663487857
2013,"5_6_107_57896",44540661020004,55.138684,108.956408309423,1,143.951191244125,91,-118.7206,36.5575,1499,"Annual",829.17,12.7,"Not private","Not_psme","Yes",0.233224484378166
2013,"5_6_107_60974",44541603020004,240.538496,435.16067636614,1,563.694434439081,92,-118.5329,36.1537,2355,"Annual",1202.37,7.1,"Not private","Not_psme","Yes",0.00538230859548225
2013,"5_6_107_64398",44541866020004,267.791588,196.008096967953,1,323.285598639178,93,-118.5299,36.3061,2268,"Annual",1095.93,7.1,"Not private","Not_psme","Yes",-0.126302137156825
2013,"5_6_107_68190",44542519020004,96.265818,93.2790740248044,1,138.661224338061,94,-118.2193,35.8109,1635,"Annual",384.47,13.1,"Not private","Not_psme","Yes",0.0160387356369368
2013,"5_6_107_85606",44540456020004,348.162658,281.846304349984,1,376.556308454683,95,-118.6795,36.2503,1994,"Annual",1107.8,9.2,"Not private","Not_psme","Yes",-0.322276559297763
2013,"5_6_107_86537",44540662020004,111.253638,231.165978436229,1,281.072401456347,96,-118.7032,36.4055,1836,"Annual",928.79,10.4,"Not private","Not_psme","Yes",-0.572159191641492
2013,"5_6_107_90023",44543388020004,72.170716,162.461919216351,1,215.604281258965,97,-118.3961,35.9186,2268,"Annual",825.53,8.2,"Not private","Not_psme","Yes",-0.464165902147341
2013,"5_6_109_54060",44540778020004,324.385144,233.837622931679,1,348.743810113691,99,-120.1564,37.8141,900,"Annual",960.03,13.7,"Not private","Not_psme","Yes",0.440350588495931
2013,"5_6_109_62518",44540800020004,483.400072,124.971593250034,1,216.556330648956,100,-119.8798,38.348,2207,"Annual",1594.67,7.2,"Not private","Not_psme","Yes",-0.33219686150282
2013,"5_6_19_72118",44540467020004,170.457828,242.641830521741,1,334.983933381084,104,-119.2234,37.0824,1994,"Annual",1015.4,9.3,"Not private","Not_psme","Yes",0.333437553653871
2013,"5_6_39_57309",44541806020004,876.257702,223.875600135152,1,368.83417269561,106,-119.5409,37.3704,1594,"Annual",1081.8,11.8,"Not private","Not_psme","Yes",-0.0790903257367928
2013,"5_6_3_89745",44540815020004,73.169904,132.653647621187,1,178.779058376254,111,-119.7006,38.5897,2348,"Annual",827.71,5.8,"Not private","Not_psme","Yes",-0.762738525898919
2013,"5_6_43_93434",44543636020004,578.10028,217.638191842471,1,312.499897327939,112,-119.6716,37.4954,1624,"Annual",1053.41,11.5,"Not private","Not_psme","Yes",-0.557064925622324
2014,"2_6_35_94048",216961674020004,487.668576,177.528561994446,1,311.842986771805,119,-121.0084,40.4434,1730,"Annual",811,6.6,"Not private","Not_psme","Yes",-0.102571312198579
2014,"2_6_49_67806",216961715020004,61.179648,49.2656950291727,1,79.2170912467754,120,-120.976,41.2727,1637,"Annual",511.14,8.8,"Not private","Not_psme","Yes",0.540904945731467
2014,"2_6_89_81343",216960475020004,631.309342,147.989194087606,1,244.887733643762,124,-121.3729,40.5592,1982,"Annual",1331.7,7,"Not private","Not_psme","Yes",-0.729945677627709
2014,"2_6_93_53473",216959527020004,1040.245652,176.244315134267,1,325.914414237722,127,-122.4207,41.2946,1505,"Annual",1496.25,9.3,"Not private","Not_psme","Yes",0.653356599878272
2014,"2_6_93_61642",216959900020004,749.897802,321.957328703998,1,527.960336276082,128,-122.0894,41.2973,1158,"Annual",1434.15,10,"Not private","Not_psme","Yes",0.64588620911644
2014,"2_6_93_91215",216958896020004,163.214678,124.217245813267,1,185.690496559477,132,-121.7925,41.5004,1708,"Annual",1103.28,7.8,"Not private","Not_psme","Yes",-0.559008476639554
2014,"2_6_93_95170",216958702020004,303.379278,133.964877544026,1,226.748699564219,133,-121.5055,41.5297,1868,"Annual",1081.18,6.4,"Not private","Not_psme","Yes",-0.754896707481867
2014,"3_6_103_57968",216959065020004,238.585956,360.362815545221,1,500.317979507823,134,-121.4654,40.2528,1445,"Annual",1386.9,9.5,"Not private","Not_psme","Yes",0.0733271176765318
2014,"3_6_17_73744",216960111020004,86.228102,129.178773545092,1,183.918224944232,137,-120.3705,38.6927,1689,"Annual",1571.39,10.6,"Not private","Not_psme","Yes",0.581493742891089
2014,"3_6_17_97782",216961032020004,67.151858,134.842250986089,1,176.580006582603,140,-120.3822,38.5532,1566,"Annual",1334.25,11.7,"Not private","Not_psme","Yes",0.673804029079139
2014,"3_6_63_61281",216960474020004,375.324078,146.245494042795,1,234.3680385044,143,-120.9355,39.7819,1754,"Annual",2209.15,9.3,"Not private","Not_psme","Yes",-0.355118745762457
2014,"3_6_63_68365",216959604020004,331.176462,137.442722078391,1,210.892907610789,145,-120.598,40.2432,1914,"Annual",680.59,8,"Not private","Not_psme","Yes",-0.5466993966391
2014,"3_6_63_72624",216961419020004,603.48924,201.886061813629,1,332.593095474715,146,-120.6703,40.1236,1717,"Annual",690.86,8.5,"Not private","Not_psme","Yes",0.0612119015818406
2014,"3_6_63_95551",216959057020004,582.391702,246.650364401864,1,375.185102022985,148,-121.3282,40.3988,1724,"Annual",1282.57,7.2,"Not private","Not_psme","Yes",0.252360358273534
2014,"3_6_91_91513",216960584020004,361.017858,103.973696649949,1,157.99422888838,151,-120.777,39.5002,1657,"Annual",1738.71,10.5,"Not private","Not_psme","Yes",-0.566777226978933
2014,"3_6_91_98691",216961531020004,236.679252,208.016239259158,1,328.725043562529,152,-120.4394,39.6934,1568,"Annual",627.79,8.5,"Not private","Not_psme","Yes",0.478565458783987
2014,"5_6_109_73820",216960938020004,110.277368,182.028988823228,1,249.58169484682,157,-120.0243,38.4115,2034,"Annual",1328.61,7.6,"Not private","Not_psme","Yes",-0.681909050734
2014,"5_6_109_74692",216961779020004,246.422298,177.60870543541,1,262.534333378016,158,-120.1397,38.2014,1432,"Annual",1121.33,12,"Not private","Not_psme","Yes",0.682985475518663
2014,"5_6_109_87824",44543142020004,112.229908,246.396339999354,1,295.233324529515,159,-119.7385,37.9679,1505,"Annual",1008.58,11.4,"Not private","Not_psme","Yes",0.488609609229939
2014,"5_6_109_97983",216958831020004,56.092036,145.374227642839,1,174.045737058601,160,-120.0164,38.2565,1699,"Annual",1115.65,10.6,"Not private","Not_psme","Yes",0.64211261684801
2014,"5_6_19_62985",216960734020004,119.315896,170.038211824883,1,243.574982927398,161,-118.8536,36.7943,1935,"Annual",1003.25,9.5,"Not private","Not_psme","Yes",-0.594755325228641
2014,"5_6_19_77546",216961045020004,563.384212,110.012428389218,1,218.965347763105,162,-119.3312,37.1638,1375,"Annual",884.54,13.3,"Not private","Not_psme","Yes",0.701604517773535
2014,"5_6_19_92835",216960379020004,177.226228,127.298490263025,1,186.637900834556,163,-119.2137,37.41,2029,"Annual",1071.69,9.2,"Not private","Not_psme","Yes",-0.464502098810771
2014,"5_6_29_65496",216958327020004,235.408312,188.597598955285,1,279.778363460968,164,-118.5522,35.7083,1755,"Annual",734.79,11.2,"Not private","Not_psme","Yes",0.759373141503765
2014,"5_6_43_78845",216958200020004,246.10471,232.653503326681,1,283.73282117903,168,-119.6827,37.6282,1941,"Annual",1135.29,10.1,"Not private","Not_psme","Yes",-0.153881546941954
2015,"2_6_35_96414",273642738489998,666.961934,146.450001416885,1,298.285036433466,176,-121.0775,41.0271,1317,"Annual",437.87,9.2,"Not private","Not_psme","Yes",0.633022297489251
2015,"2_6_49_65134",273640709489998,49.120638,94.4855217667282,1,127.165024187976,178,-120.2313,41.9027,2106,"Annual",906.51,5,"Not private","Not_psme","Yes",-0.754909261962504
2015,"2_6_49_77038",273640345489998,81.209244,117.880604668827,1,166.732138091107,179,-120.3219,41.5372,1779,"Annual",564.85,7.2,"Not private","Not_psme","Yes",-0.697451786387276
2015,"2_6_49_97560",273641693489998,335.21905,105.013173682577,1,172.232419022687,180,-120.9966,41.3208,1533,"Annual",496.32,8.9,"Not private","Not_psme","Yes",0.0146846873813061
2015,"2_6_89_68434",273641869489998,236.4075,152.415260821867,1,230.152595594653,184,-121.4995,40.6347,1545,"Annual",895.64,8.6,"Not private","Not_psme","Yes",0.0859118056329057
2015,"2_6_89_93267",273641891489998,122.359296,71.4640498084526,1,121.833708829013,186,-121.3817,40.8374,1397,"Annual",568.71,10.2,"Not private","Not_psme","Yes",0.882793401730254
2015,"3_6_17_95791",273643240489998,93.99569,59.7107147857182,1,83.5024851342934,190,-120.3578,38.903,1725,"Annual",1559.67,9.6,"Not private","Not_psme","Yes",0.695619422343656
2015,"3_6_57_87496",273642570489998,249.691614,259.203950472763,1,382.86997140582,192,-120.7232,39.4076,1783,"Annual",1779.37,9.6,"Not private","Not_psme","Yes",-0.319357726890331
2015,"3_6_61_66914",273640762489998,366.216796,263.452169369332,1,355.163234906244,193,-120.5468,39.0979,1616,"Annual",1632.3,10.3,"Not private","Not_psme","Yes",-0.130598890488737
2015,"3_6_63_52679",273643142489998,326.429356,137.027135175565,1,218.416806708081,197,-120.9349,39.8916,1735,"Annual",1494.28,9.1,"Not private","Not_psme","Yes",-0.36829953271936
2015,"3_6_63_64120",273641077489998,992.350118,169.389237927164,1,343.940472085241,200,-120.4998,40.2166,1867,"Annual",630.41,8.3,"Not private","Not_psme","Yes",-0.671027380041349
2015,"3_6_7_77257",273641213489998,316.617556,241.151191799031,1,352.759524547617,206,-121.2296,39.7061,892,"Annual",1811.71,13.9,"Not private","Not_psme","Yes",0.00472161925885513
2015,"3_6_91_78931",273640390489998,848.391764,349.291092683435,1,538.573059428478,210,-120.5977,39.596,1894,"Annual",1828.25,7.9,"Not private","Not_psme","Yes",-0.535424404492659
2015,"3_6_91_90805",273641335489998,69.127316,157.822126158787,1,207.043795199284,211,-120.409,39.5723,1681,"Annual",744.49,8,"Not private","Not_psme","Yes",-0.398935398909212
2015,"5_6_107_84972",273642701489998,102.260946,121.951642680348,1,161.139079738561,214,-118.4666,36.1188,1671,"Annual",788.69,11.9,"Not private","Not_psme","Yes",-0.100882058538047
2015,"5_6_107_96742",273641663489998,108.00724,152.584590965705,1,170.392287425143,216,-118.7832,36.6027,1800,"Annual",964.28,9.7,"Not private","Not_psme","Yes",-0.473433112482074
2015,"5_6_109_59609",273643131489998,119.247142,265.244208513496,1,343.221095236802,218,-119.953,38.1285,2033,"Annual",1379.94,8.2,"Not private","Not_psme","Yes",-0.54178264386652
2015,"5_6_109_61342",273641162489998,153.154044,122.973648049445,1,170.701115900607,219,-119.6572,37.9947,2345,"Annual",1547.22,6.9,"Not private","Not_psme","Yes",-0.325145665250576
2015,"5_6_19_63135",273642898489998,250.193134,150.669316195791,1,218.369014056522,220,-119.1554,37.089,1968,"Annual",1039.59,8.9,"Not private","Not_psme","Yes",0.397450746168345
2015,"5_6_19_93554",273639979489998,127.332318,169.373373382686,1,242.05530816393,223,-119.1567,37.4033,2003,"Annual",1100.51,8.9,"Not private","Not_psme","Yes",-0.608548286181418
2015,"5_6_29_85109",273642708489998,119.292978,180.115226545468,1,237.531658209757,224,-118.5899,35.7744,2151,"Annual",997.56,8.6,"Not private","Not_psme","Yes",0.139338861464213
2015,"5_6_43_82595",273641207489998,427.465198,284.494213185346,1,389.460480467987,226,-119.6091,37.5205,1628,"Annual",1076.76,11,"Not private","Not_psme","Yes",-0.298391968709371
2015,"5_6_9_64046",273641211489998,126.241458,294.245120156984,1,374.649248061425,228,-120.2903,38.2797,1472,"Annual",1372.94,11.7,"Not private","Not_psme","Yes",0.33749057237477
2016,"2_6_105_64952",273642228489998,191.011862,107.8604127026,1,138.106570687487,232,-122.8165,40.9963,1718,"Annual",2147.22,8.6,"Not private","Not_psme","Yes",0.4006093943201
2016,"2_6_105_67471",345934800489998,178.497168,259.581490523891,1,383.12498966726,233,-122.4895,41.1643,1855,"Annual",1750.71,7.4,"Not private","Not_psme","Yes",-0.831480645823688
2016,"2_6_105_93031",345936749489998,129.330694,219.138252264226,1,309.346491154033,235,-122.6976,41.1854,1369,"Annual",1545.84,10.7,"Not private","Not_psme","Yes",-0.0720934209787755
2016,"2_6_35_64772",345936730489998,801.315338,174.274496632399,1,313.995082285771,236,-120.4424,40.1716,1853,"Annual",567.74,8.2,"Not private","Not_psme","Yes",-0.164458523911499
2016,"2_6_35_70284",345936731489998,176.52171,173.959251550133,1,265.573509737764,237,-120.6301,40.2873,2083,"Annual",707.41,7.1,"Not private","Not_psme","Yes",-0.70455864169813
2016,"2_6_49_55447",345936413489998,171.479934,154.831209231846,1,239.213025472001,238,-120.3164,41.8002,1830,"Annual",593.19,6.8,"Not private","Not_psme","Yes",-0.264971946896875
2016,"2_6_49_91897",345936433489998,223.395138,105.574215055047,1,177.624606472115,239,-121.0698,41.393,1372,"Annual",476.77,9.1,"Not private","Not_psme","Yes",0.33481552569964
2016,"2_6_89_78171",345936759489998,1092.681442,251.46778413862,1,448.536615871043,242,-121.6509,40.6936,1610,"Annual",1271.18,8.9,"Not private","Not_psme","Yes",-0.617167496143975
2016,"2_6_89_89779",273642512489998,380.2971,199.739888047015,1,292.462553921108,245,-122.4862,41.0449,1465,"Annual",1681.64,10.7,"Not private","Not_psme","Yes",0.281116193966949
2016,"3_6_57_57153",345936483489998,364.310092,68.7245015268972,1,133.664322402286,253,-120.6592,39.3489,1510,"Annual",1822.74,10.6,"Not private","Not_psme","Yes",0.212814214796047
2016,"3_6_63_67253",345936572489998,540.514214,334.685463351094,1,493.315240951898,259,-121.0426,39.6474,1443,"Annual",2160.63,11,"Not private","Not_psme","Yes",-0.663730399859713
2016,"3_6_63_99431",345933354489998,223.37222,207.904955408583,1,307.578629698672,266,-120.8983,39.7984,1754,"Annual",2209.15,9.3,"Not private","Not_psme","Yes",0.535204732766353
2016,"3_6_7_95807",345935510489998,572.579902,386.869704094288,1,547.416280727916,267,-121.35,39.7972,1279,"Annual",2193.99,11.9,"Not private","Not_psme","Yes",0.428422010779048
2016,"3_6_91_66378",345936043489998,99.2863,91.4026373866526,1,142.372082736543,268,-120.5745,39.6469,2201,"Annual",1806.93,6.5,"Not private","Not_psme","Yes",-0.744716636297431
2016,"3_6_91_68914",345936535489998,182.245086,141.488937923649,1,206.17784737764,269,-120.7143,39.6466,1987,"Annual",1968.8,8,"Not private","Not_psme","Yes",0.478547335146023
2016,"5_6_109_64293",345936624489998,813.305594,238.410126558495,1,380.811721112744,272,-120.0648,38.0507,1614,"Annual",1144.22,11.4,"Not private","Not_psme","Yes",0.471391037691373
2016,"5_6_109_77218",345936459489998,110.300286,172.551538249942,1,239.897118173758,273,-119.9289,38.1128,2196,"Annual",1618.66,7.3,"Not private","Not_psme","Yes",-0.546335450473271
2016,"5_6_19_68056",345935922489998,248.443592,179.571006864915,1,267.634605287069,277,-119.0894,36.9418,1943,"Annual",1054.94,10.6,"Not private","Not_psme","Yes",0.704358738614488
2016,"5_6_39_51106",345936013489998,148.38402,245.804492065012,1,312.340681398784,280,-119.414,37.4208,1813,"Annual",1191.97,9.9,"Not private","Not_psme","Yes",-0.0316838661146868
2016,"5_6_39_67260",345934654489998,331.061872,313.290468127497,1,402.532943916921,281,-119.419,37.2798,1957,"Annual",1188.87,10.1,"Not private","Not_psme","Yes",-0.32515633124743
2016,"5_6_39_79129",345935991489998,130.035212,184.987893941996,1,218.853855508865,282,-119.5813,37.4581,1926,"Annual",1186.95,9.8,"Not private","Not_psme","Yes",-0.728916958255286
2016,"5_6_43_56491",345936520489998,146.13681,159.658836559269,1,205.850235159334,286,-119.7553,37.7365,1951,"Annual",1221.99,10.2,"Not private","Not_psme","Yes",0.543018260090493
2016,"5_6_43_74275",345935934489998,747.37884,257.134411669632,1,385.037932335853,288,-119.5198,37.7509,2291,"Annual",1315.12,7.3,"Not private","Not_psme","Yes",-0.489270189207235
2016,"5_6_43_94933",345933656489998,24.049266,63.8061593576843,1,76.1032511331165,289,-119.6232,37.6274,2152,"Annual",1199.94,8.6,"Not private","Not_psme","Yes",-0.177256318729005
2017,"2_6_35_58810",412219844489998,133.3962,119.355896428824,1,191.041877913466,294,-120.9632,40.7216,1731,"Annual",491.92,6.6,"Not private","Not_psme","Yes",-0.632691680641523
2017,"2_6_89_80049",412220120489998,279.510092,282.998143314677,1,398.169868211537,304,-121.7844,40.752,1807,"Annual",1513.31,8.2,"Not private","Not_psme","Yes",-0.447524210028384
2017,"2_6_93_63920",412221575489998,156.197444,75.6948043597766,1,125.847627535499,307,-121.6889,41.4786,1486,"Annual",891.71,9.1,"Not private","Not_psme","Yes",0.540085827649027
2017,"3_6_103_75319",412222244489998,262.703976,292.088208345737,1,408.677865387206,309,-121.5236,40.3462,1665,"Annual",1458.62,8.8,"Not private","Not_psme","Yes",-0.174961742298285
2017,"3_6_17_55516",412222578489998,280.191692,265.41133040669,1,357.123862363751,312,-120.4205,38.554,1440,"Annual",1303.65,12.2,"Not private","Not_psme","Yes",0.221958645720401
2017,"3_6_17_57993",412221225489998,212.266562,321.006475002332,1,410.882629716814,313,-120.3021,38.9067,2026,"Annual",1728.07,7.6,"Not private","Not_psme","Yes",-0.448896931446298
2017,"3_6_17_85417",412220912489998,705.160846,351.298022511181,1,479.636890596037,316,-120.4302,38.6066,1558,"Annual",1416.83,11,"Not private","Not_psme","Yes",0.357693123774488
2017,"3_6_61_66414",412221802489998,302.858692,16.2421116995563,1,25.7301615943466,322,-120.4667,39.1075,1808,"Annual",1640.18,8.9,"Not private","Not_psme","Yes",0.0821905460593684
2017,"3_6_61_95963",412221224489998,135.145742,34.000641124429,1,61.4631826950341,323,-120.2958,39.0932,2167,"Annual",1853.49,6.7,"Not private","Not_psme","Yes",-1.00465106738635
2017,"3_6_63_53845",412222666489998,98.264194,121.293936897977,1,177.489995201109,324,-120.5699,39.9377,1946,"Annual",922.49,7.1,"Not private","Not_psme","Yes",-0.539172806707754
2017,"3_6_63_94114",412222251489998,393.083546,157.842454936324,1,225.337708272241,327,-121.15,40.1945,1405,"Annual",935.92,9.1,"Not private","Not_psme","Yes",-0.111749315717145
2017,"3_6_63_95797",412219905489998,84.252644,69.0216166343059,1,113.122788636332,329,-120.3811,39.8877,1797,"Annual",571.64,7.5,"Not private","Not_psme","Yes",0.159112065713437
2017,"3_6_7_58831",412220907489998,718.85422,225.871747138634,1,401.543024710584,330,-121.4732,39.8589,1230,"Annual",1930.63,12.2,"Not private","Not_psme","Yes",-0.449946073105303
2017,"3_6_91_64136",412220275489998,191.260696,127.221181263353,1,193.643395807665,333,-120.6837,39.5503,1826,"Annual",1761.71,8.9,"Not private","Not_psme","Yes",-0.218216260276791
2017,"5_6_107_61295",412221339489998,190.284426,143.150113047015,1,208.048524908567,336,-118.5613,36.0811,2226,"Annual",1206.11,7.8,"Not private","Not_psme","Yes",-0.771696041500272
2017,"5_6_107_84235",412221281489998,75.191198,117.144383868852,1,165.393242829653,337,-118.7254,36.6089,2728,"Annual",1953.53,4.8,"Not private","Not_psme","Yes",-0.313651951413699
2017,"5_6_107_90793",412221341489998,31.089418,33.9081938087396,1,51.7505326599552,338,-118.5856,35.9739,1812,"Annual",862.96,10.4,"Not private","Not_psme","Yes",1.21917452375713
2017,"5_6_109_51824",412220213489998,25.048454,84.3287916790598,1,98.2755978718461,339,-119.7409,37.8612,2019,"Annual",1313.14,9.2,"Not private","Not_psme","Yes",-0.119238701087463
2017,"5_6_109_53207",412221209489998,18.008302,107.059462076073,1,118.123881979037,340,-119.7483,38.0117,2041,"Annual",1372.1,8.7,"Not private","Not_psme","Yes",0.0102250766875804
2017,"5_6_109_89998",412221115489998,218.192936,412.094169430067,1,507.00939866882,341,-120.2589,38.2589,1460,"Annual",1270.27,12,"Not private","Not_psme","Yes",0.0295331319774039
2017,"5_6_109_99065",412223243489998,769.203814,181.238728701979,1,313.800942432712,343,-120.0591,38.1534,1649,"Annual",1127.26,10.7,"Not private","Not_psme","Yes",0.688672800833377
2017,"5_6_19_86025",412222611489998,112.049828,66.2226161757991,1,85.7997509068846,344,-119.2133,37.1562,2271,"Annual",1088.67,7.4,"Not private","Not_psme","Yes",-0.621133275125525
2017,"5_6_19_87920",412222783489998,51.073178,144.315331372365,1,176.880171918511,345,-119.2247,37.1821,2271,"Annual",1088.67,7.4,"Not private","Not_psme","Yes",-0.855630726641425
2017,"5_6_29_95529",412220540489998,29.068124,33.9819835312476,1,45.5738684045565,346,-118.2647,35.7643,2001,"Annual",757.95,10.1,"Not private","Not_psme","Yes",-0.116289613988343
2017,"5_6_39_63788",412222665489998,287.051764,97.7499712818925,1,145.148067351639,347,-119.4254,37.3897,1849,"Annual",1263.62,10.2,"Not private","Not_psme","Yes",-0.19908872046196
2017,"5_6_39_67711",412221235489998,1237.049644,161.671692270803,1,293.129859009761,348,-119.5384,37.3319,1244,"Annual",960.54,13.6,"Not private","Not_psme","Yes",1.09916694062843
2018,"2_6_35_81494",484816180489998,552.867894,177.935355641268,1,313.71843904247,359,-120.8223,41.1331,1609,"Annual",393.4,8.3,"Not private","Not_psme","Yes",0.29143147978807
2018,"2_6_89_61234",484816264489998,273.26613,170.112525884807,1,252.19139492675,361,-121.5291,40.5506,1944,"Annual",1264.65,6.9,"Not private","Not_psme","Yes",-0.542403103342242
2018,"2_6_93_52619",484816289489998,8.992692,88.842890367391,1,88.0003782839033,366,-121.6658,41.5039,1641,"Annual",1020.98,8.1,"Not private","Not_psme","Yes",1.07588131504065
2018,"2_6_93_64933",484816312489998,390.629486,200.745533590185,1,326.758373616079,368,-121.7082,41.3894,1400,"Annual",899.79,9.5,"Not private","Not_psme","Yes",-0.694147961106515
